Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
5	0	1	internal://	OutInterests	0	0	0	0
5	0	1	internal://	InData	0	0	0	0
5	0	1	internal://	OutData	0	0	0	0
5	0	1	internal://	InNacks	0	0	0	0
5	0	1	internal://	OutNacks	0	0	0	0
5	0	1	internal://	InSatisfiedInterests	0	0	0	0
5	0	1	internal://	InTimedOutInterests	0	0	0	0
5	0	1	internal://	OutSatisfiedInterests	0.00512	0	0	0
5	0	1	internal://	OutTimedOutInterests	0	0	0	0
5	0	256	internal://	InInterests	0	0	0	0
5	0	256	internal://	OutInterests	0	0	0	0
5	0	256	internal://	InData	0	0	0	0
5	0	256	internal://	OutData	0	0	0	0
5	0	256	internal://	InNacks	0	0	0	0
5	0	256	internal://	OutNacks	0	0	0	0
5	0	256	internal://	InSatisfiedInterests	0.00512	0	0	0
5	0	256	internal://	InTimedOutInterests	0	0	0	0
5	0	256	internal://	OutSatisfiedInterests	0	0	0	0
5	0	256	internal://	OutTimedOutInterests	0	0	0	0
5	0	257	appFace://	InInterests	2.77376	0	3	0
5	0	257	appFace://	OutInterests	0	0	0	0
5	0	257	appFace://	InData	0	0	0	0
5	0	257	appFace://	OutData	0	0	0	0
5	0	257	appFace://	InNacks	0	0	0	0
5	0	257	appFace://	OutNacks	2.77376	0	3	0
5	0	257	appFace://	InSatisfiedInterests	0	0	0	0
5	0	257	appFace://	InTimedOutInterests	0	0	0	0
5	0	257	appFace://	OutSatisfiedInterests	0	0	0	0
5	0	257	appFace://	OutTimedOutInterests	0	0	0	0
5	0	-1	all	SatisfiedInterests	0.00512	0	0	0
5	0	-1	all	TimedOutInterests	2.77376	0	3	0
5	1	1	internal://	InInterests	0	0	0	0
5	1	1	internal://	OutInterests	0	0	0	0
5	1	1	internal://	InData	0	0	0	0
5	1	1	internal://	OutData	0	0	0	0
5	1	1	internal://	InNacks	0	0	0	0
5	1	1	internal://	OutNacks	0	0	0	0
5	1	1	internal://	InSatisfiedInterests	0	0	0	0
5	1	1	internal://	InTimedOutInterests	0	0	0	0
5	1	1	internal://	OutSatisfiedInterests	0.00512	0	0	0
5	1	1	internal://	OutTimedOutInterests	0	0	0	0
5	1	256	internal://	InInterests	0	0	0	0
5	1	256	internal://	OutInterests	0	0	0	0
5	1	256	internal://	InData	0	0	0	0
5	1	256	internal://	OutData	0	0	0	0
5	1	256	internal://	InNacks	0	0	0	0
5	1	256	internal://	OutNacks	0	0	0	0
5	1	256	internal://	InSatisfiedInterests	0.00512	0	0	0
5	1	256	internal://	InTimedOutInterests	0	0	0	0
5	1	256	internal://	OutSatisfiedInterests	0	0	0	0
5	1	256	internal://	OutTimedOutInterests	0	0	0	0
5	1	257	appFace://	InInterests	2.83776	0	3	0
5	1	257	appFace://	OutInterests	0	0	0	0
5	1	257	appFace://	InData	0	0	0	0
5	1	257	appFace://	OutData	0	0	0	0
5	1	257	appFace://	InNacks	0	0	0	0
5	1	257	appFace://	OutNacks	2.83776	0	3	0
5	1	257	appFace://	InSatisfiedInterests	0	0	0	0
5	1	257	appFace://	InTimedOutInterests	0	0	0	0
5	1	257	appFace://	OutSatisfiedInterests	0	0	0	0
5	1	257	appFace://	OutTimedOutInterests	0	0	0	0
5	1	-1	all	SatisfiedInterests	0.00512	0	0	0
5	1	-1	all	TimedOutInterests	2.83776	0	3	0
6	0	1	internal://	InInterests	0	0	0	0
6	0	1	internal://	OutInterests	0	0	0	0
6	0	1	internal://	InData	0	0	0	0
6	0	1	internal://	OutData	0	0	0	0
6	0	1	internal://	InNacks	0	0	0	0
6	0	1	internal://	OutNacks	0	0	0	0
6	0	1	internal://	InSatisfiedInterests	0	0	0	0
6	0	1	internal://	InTimedOutInterests	0	0	0	0
6	0	1	internal://	OutSatisfiedInterests	0.001024	0	0	0
6	0	1	internal://	OutTimedOutInterests	0	0	0	0
6	0	256	internal://	InInterests	0	0	0	0
6	0	256	internal://	OutInterests	0	0	0	0
6	0	256	internal://	InData	0	0	0	0
6	0	256	internal://	OutData	0	0	0	0
6	0	256	internal://	InNacks	0	0	0	0
6	0	256	internal://	OutNacks	0	0	0	0
6	0	256	internal://	InSatisfiedInterests	0.001024	0	0	0
6	0	256	internal://	InTimedOutInterests	0	0	0	0
6	0	256	internal://	OutSatisfiedInterests	0	0	0	0
6	0	256	internal://	OutTimedOutInterests	0	0	0	0
6	0	257	appFace://	InInterests	1.35475	0	1	0
6	0	257	appFace://	OutInterests	0	0	0	0
6	0	257	appFace://	InData	0	0	0	0
6	0	257	appFace://	OutData	0	0	0	0
6	0	257	appFace://	InNacks	0	0	0	0
6	0	257	appFace://	OutNacks	1.35475	0	1	0
6	0	257	appFace://	InSatisfiedInterests	0	0	0	0
6	0	257	appFace://	InTimedOutInterests	0	0	0	0
6	0	257	appFace://	OutSatisfiedInterests	0	0	0	0
6	0	257	appFace://	OutTimedOutInterests	0	0	0	0
6	0	-1	all	SatisfiedInterests	0.001024	0	0	0
6	0	-1	all	TimedOutInterests	1.35475	0	1	0
6	1	1	internal://	InInterests	0	0	0	0
6	1	1	internal://	OutInterests	0	0	0	0
6	1	1	internal://	InData	0	0	0	0
6	1	1	internal://	OutData	0	0	0	0
6	1	1	internal://	InNacks	0	0	0	0
6	1	1	internal://	OutNacks	0	0	0	0
6	1	1	internal://	InSatisfiedInterests	0	0	0	0
6	1	1	internal://	InTimedOutInterests	0	0	0	0
6	1	1	internal://	OutSatisfiedInterests	0.001024	0	0	0
6	1	1	internal://	OutTimedOutInterests	0	0	0	0
6	1	256	internal://	InInterests	0	0	0	0
6	1	256	internal://	OutInterests	0	0	0	0
6	1	256	internal://	InData	0	0	0	0
6	1	256	internal://	OutData	0	0	0	0
6	1	256	internal://	InNacks	0	0	0	0
6	1	256	internal://	OutNacks	0	0	0	0
6	1	256	internal://	InSatisfiedInterests	0.001024	0	0	0
6	1	256	internal://	InTimedOutInterests	0	0	0	0
6	1	256	internal://	OutSatisfiedInterests	0	0	0	0
6	1	256	internal://	OutTimedOutInterests	0	0	0	0
6	1	257	appFace://	InInterests	1.36755	0	1	0
6	1	257	appFace://	OutInterests	0	0	0	0
6	1	257	appFace://	InData	0	0	0	0
6	1	257	appFace://	OutData	0	0	0	0
6	1	257	appFace://	InNacks	0	0	0	0
6	1	257	appFace://	OutNacks	1.36755	0	1	0
6	1	257	appFace://	InSatisfiedInterests	0	0	0	0
6	1	257	appFace://	InTimedOutInterests	0	0	0	0
6	1	257	appFace://	OutSatisfiedInterests	0	0	0	0
6	1	257	appFace://	OutTimedOutInterests	0	0	0	0
6	1	-1	all	SatisfiedInterests	0.001024	0	0	0
6	1	-1	all	TimedOutInterests	1.36755	0	1	0
7	0	1	internal://	InInterests	0	0	0	0
7	0	1	internal://	OutInterests	0	0	0	0
7	0	1	internal://	InData	0	0	0	0
7	0	1	internal://	OutData	0	0	0	0
7	0	1	internal://	InNacks	0	0	0	0
7	0	1	internal://	OutNacks	0	0	0	0
7	0	1	internal://	InSatisfiedInterests	0	0	0	0
7	0	1	internal://	InTimedOutInterests
